TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,BuildingType,Neighborhood,PrimaryPropertyType,BuildingAge,SteamUse,Electricity,NaturalGas,ENERGYSTARScore
639.39,4.0,3,215476,0,OTHER,217088.0,CAMPUS,DOWNTOWN,OTHER,21,0,1,1,
780.84,1.0,8,254273,38800,HOTEL,277000.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,13,0,1,1,29.0
301.76,1.0,2,69400,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,69400.0,NONRESIDENTIAL COS,DOWNTOWN,OTHER,36,0,1,1,
377.27,1.0,1,62900,0,RESTAURANT,32494.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,116,0,1,1,
44.22,1.0,4,56500,0,OFFICE,33000.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,102,1,1,0,98.0
26.39,1.0,4,203504,0,NON-REFRIGERATED WAREHOUSE,159372.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,8,0,1,0,72.0
68.24,1.0,3,100734,26731,OFFICE,100734.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,48,0,1,0,20.0
68.19,1.0,4,77662,18504,OFFICE,62108.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,35,0,1,1,57.0
149.27,1.0,12,234000,21790,OFFICE,173786.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,38,0,1,1,39.0
172.58,1.0,25,369996,0,OFFICE,383942.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,27,0,1,0,74.0
398.19,1.0,10,693450,0,RETAIL STORE,361107.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,91,1,1,1,93.0
313.3,1.0,33,791396,0,OFFICE,622034.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,40,0,1,1,89.0
359.11,1.0,23,747747,205076,OFFICE,542461.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,16,0,1,1,90.0
170.51,1.0,10,63409,7757,OFFICE,45260.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,90,1,1,0,90.0
100.26,1.0,17,204790,30000,OFFICE,142034.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,86,0,1,1,91.0
26.19,1.0,5,73399,0,OFFICE,51557.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,100,0,1,0,61.0
563.25,1.0,20,265851,32334,OFFICE,226454.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,47,1,1,0,90.0
229.25,1.0,25,758043,228668,OFFICE,582725.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,7,0,1,1,95.0
222.19,1.0,12,206000,0,OFFICE,161000.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,48,1,1,0,91.0
275.54,1.0,36,824887,154972,OFFICE,743562.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,7,0,1,0,97.0
130.73,1.0,16,480840,141600,OFFICE,311736.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,26,0,1,1,94.0
51.67,1.0,7,89550,0,OFFICE,64712.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,1,1,0,85.0
31.97,1.0,6,89355,0,OFFICE,82355.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1,66.0
213.23,1.0,15,388934,0,OFFICE,388934.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,94,1,1,0,89.0
70.15,1.0,22,384302,0,OFFICE,348969.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,87,0,1,0,98.0
940.47,1.0,17,378525,84600,OFFICE,236827.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,58,1,1,0,69.0
318.97,1.0,47,1323055,0,OFFICE,1011135.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,33,0,1,1,94.0
171.52,1.0,41,589921,129432,OFFICE,470416.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,30,0,1,0,84.0
46.56,1.0,6,91091,1392,OFFICE,89699.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,66,1,1,0,
26.1,1.0,8,157941,62993,OFFICE,84838.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,48,0,1,0,81.0
139.72,1.0,29,635303,197231,OFFICE,522667.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,25,1,1,0,95.0
231.32,1.0,34,776762,162604,OFFICE,606050.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,36,0,1,1,81.0
218.53,1.0,14,186768,23775,OFFICE,182540.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,44,1,1,0,95.0
627.87,1.0,49,1123435,368980,OFFICE,808980.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,47,0,1,1,89.0
287.32,1.0,37,1052469,164420,OFFICE,765351.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,14,0,1,0,93.0
546.65,1.0,42,617684,171500,OFFICE,581558.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,43,1,1,0,28.0
175.95,1.0,8,201480,0,OFFICE,161762.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,109,1,1,0,91.0
429.27,1.0,63,1354987,159600,OFFICE,1191115.0,NONRESIDENTIAL COS,DOWNTOWN,LARGE OFFICE,26,0,1,0,89.0
380.37,1.0,14,310490,0,OFFICE,269284.0,NONRESIDENTIAL COS,DOWNTOWN,LARGE OFFICE,15,0,1,1,
298.61,1.0,8,199530,30660,OFFICE,160418.0,NONRESIDENTIAL COS,DOWNTOWN,LARGE OFFICE,13,0,1,1,69.0
216.24,1.0,13,372242,52703,OFFICE,319539.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,10,0,1,1,98.0
70.17,1.0,7,114395,8296,OFFICE,96582.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,107,0,1,1,99.0
89.47,1.0,2,89200,0,RETAIL STORE,89200.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,38,0,1,1,83.0
198.34,1.0,23,474546,0,OFFICE,474546.0,NONRESIDENTIAL,NORTHEAST,LARGE OFFICE,45,0,1,0,77.0
209.41,1.0,5,36000,0,DATA CENTER,36000.0,NONRESIDENTIAL,NORTHEAST,OTHER,47,0,1,0,96.0
119.03,1.0,5,99005,0,OFFICE,79555.0,NONRESIDENTIAL,NORTHEAST,SMALL- AND MID-SIZED OFFICE,55,0,1,1,70.0
30.86,1.0,6,135051,44248,OFFICE,95943.0,NONRESIDENTIAL,NORTHEAST,LARGE OFFICE,14,0,1,0,88.0
49.12,1.0,5,220649,82720,OFFICE,145754.0,NONRESIDENTIAL,NORTHEAST,LARGE OFFICE,14,0,1,0,93.0
6.09,1.0,5,93660,0,SELF-STORAGE FACILITY,93660.0,NONRESIDENTIAL,DOWNTOWN,SELF-STORAGE FACILITY,52,0,1,0,
168.88,1.0,18,413715,64660,OFFICE,348270.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,36,0,1,0,79.0
72.42,1.0,11,381381,195621,PARKING,182820.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,16,0,1,1,94.0
197.19,1.0,20,497513,118744,OFFICE,367623.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,28,0,1,1,65.0
176.43,1.0,24,543876,116721,OFFICE,424044.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,37,0,1,0,79.0
91.13,1.0,4,109347,38700,LABORATORY,42389.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,36,0,1,1,
141.95,1.0,6,396626,124216,OFFICE,274002.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,34,0,1,0,64.0
103.97,1.0,6,287471,83591,OFFICE,191814.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,14,0,1,0,74.0
46.03,1.0,3,192630,48512,OFFICE,146157.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,69,0,1,1,94.0
208.79,1.0,8,253103,61986,OFFICE,158681.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,32,0,1,0,3.0
384.27,1.0,1,60880,0,SUPERMARKET/GROCERY STORE,61666.0,NONRESIDENTIAL,NORTHWEST,SUPERMARKET / GROCERY STORE,60,0,1,1,54.0
24.91,1.0,5,50176,0,OFFICE,50328.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1,77.0
741.3,1.0,42,304346,0,OFFICE,245028.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,104,1,1,1,72.0
78.92,1.0,1,128800,0,NON-REFRIGERATED WAREHOUSE,119200.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,39,0,1,1,97.0
355.05,1.0,8,321945,0,OFFICE,166919.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,89,1,1,0,76.0
530.66,1.0,22,336330,0,OFFICE,256299.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,52,1,1,1,77.0
1084.79,1.0,21,298426,0,OFFICE,286538.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,56,1,1,0,79.0
337.97,1.0,42,635824,0,OFFICE,718473.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,40,0,1,0,69.0
2573.75,1.0,12,542305,0,HOTEL,542305.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,93,1,1,1,45.0
162.45,1.0,2,291940,0,RETAIL STORE,191940.0,NONRESIDENTIAL,SOUTHEAST,RETAIL STORE,36,0,1,1,80.0
116.03,1.0,1,88400,0,NON-REFRIGERATED WAREHOUSE,33450.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,46,0,1,1,42.0
48.65,1.0,1,52311,0,NON-REFRIGERATED WAREHOUSE,51116.0,NONRESIDENTIAL,NORTHWEST,WAREHOUSE,56,0,1,1,96.0
21.51,1.0,5,141131,69710,PARKING,74831.0,NONRESIDENTIAL,LAKE UNION,OTHER,7,0,1,0,
40.46,1.0,5,176532,70067,OFFICE,103494.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,15,0,1,0,60.0
70.47,1.0,1,52500,0,NON-REFRIGERATED WAREHOUSE,49395.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,43,0,1,1,2.0
156.67,1.0,2,57300,0,NON-REFRIGERATED WAREHOUSE,29001.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,57,0,1,1,55.0
224.36,1.0,6,350310,0,OFFICE,305233.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,100,0,1,1,90.0
588.9,1.0,55,1400000,285000,OFFICE,994116.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,28,1,1,1,92.0
1510.85,1.0,21,305548,0,HOTEL,310000.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,86,1,1,1,58.0
530.18,1.0,46,1536606,512608,OFFICE,1002403.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,27,0,1,1,89.0
193.72,1.0,10,135918,0,OFFICE,144570.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,58,1,1,0,91.0
36.61,1.0,4,79957,0,RETAIL STORE,35694.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,102,0,1,0,25.0
148.11,1.0,4,127268,0,OFFICE,62512.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,95,1,1,1,71.0
131.4,1.0,29,500000,0,OFFICE,411301.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,33,0,1,0,93.0
65.2,1.0,10,132326,0,OFFICE,92006.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,90,1,1,1,72.0
51.14,1.0,6,109830,13200,OFFICE,83485.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,32,0,1,0,45.0
1468.5,1.0,19,332067,59280,HOTEL,332067.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,43,1,1,1,6.0
318.08,1.0,10,130513,0,OFFICE,87391.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,106,1,1,1,49.0
18.03,1.0,8,60660,0,OFFICE,41958.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,96,0,1,0,
202.99,1.0,14,137350,0,OFFICE,124508.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,87,1,1,0,89.0
238.09,1.0,15,151039,0,OFFICE,125473.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,87,1,1,0,84.0
793.05,1.0,30,755000,134662,OFFICE,643083.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,31,1,1,1,72.0
74.83,1.0,4,63540,0,OFFICE,56747.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,110,0,1,1,72.0
48.54,1.0,10,130893,0,OFFICE,87925.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,89,0,1,0,80.0
20.98,1.0,5,79920,0,OFFICE,39960.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,106,0,1,0,
316.2,1.0,4,137400,0,RETAIL STORE,44078.0,CAMPUS,DOWNTOWN,MIXED USE PROPERTY,108,0,1,1,
185.03,1.0,6,147852,86429,PARKING,64821.0,NONRESIDENTIAL,DOWNTOWN,OTHER,20,0,1,1,
147.75,1.0,4,267335,166960,PARKING,166960.0,NONRESIDENTIAL,DOWNTOWN,OTHER,20,0,1,1,
525.78,1.0,56,1605578,389860,OFFICE,1314475.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,27,1,1,1,97.0
216.43,1.0,36,794592,0,OFFICE,748011.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,36,0,1,1,96.0
135.23,1.0,21,456304,93204,OFFICE,342952.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,45,0,1,0,74.0
33.17,1.0,12,115857,15140,OFFICE,104788.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,30,0,1,0,89.0
31.72,1.0,4,87500,17500,OFFICE,70090.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,17,0,1,0,72.0
92.92,1.0,11,374405,184776,OFFICE,150969.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,18,0,1,0,72.0
100.65,1.0,12,193500,38000,OTHER,146689.0,NONRESIDENTIAL,DOWNTOWN,OTHER,31,0,1,0,
281.55,1.0,11,102846,0,OFFICE,93879.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,93,1,1,0,96.0
44.48,1.0,4,52800,0,OFFICE,38880.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,91,0,1,1,83.0
418.9,3.0,10,258497,0,PARKING,155000.0,CAMPUS,DOWNTOWN,MIXED USE PROPERTY,103,1,1,0,
328.83,1.0,8,861702,0,RETAIL STORE,509342.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,87,1,1,1,
249.09,1.0,5,206950,97400,OTHER,206950.0,NONRESIDENTIAL,EAST,OTHER,17,1,1,0,
130.69,1.0,9,46710,0,URGENT CARE/CLINIC/OTHER OUTPATIENT,46710.0,NONRESIDENTIAL,EAST,OTHER,28,1,1,0,
201.15,1.0,3,266000,104000,MEDICAL OFFICE,162000.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,71,1,1,1,65.0
147.49,1.0,14,690158,407795,MEDICAL OFFICE,270384.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,24,0,1,0,58.0
456.22,1.0,6,378443,177660,PARKING,164332.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,15,0,1,1,100.0
530.59,1.0,6,213834,104922,PARKING,104922.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,15,0,1,1,100.0
243.66,1.0,5,109017,29409,HOTEL,109017.0,NONRESIDENTIAL,LAKE UNION,HOTEL,37,0,1,1,34.0
114.14,1.0,5,275734,38452,OFFICE,228504.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,35,0,1,0,77.0
13.86,1.0,1,123061,0,NON-REFRIGERATED WAREHOUSE,123061.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,15,0,1,0,59.0
117.11,1.0,1,59090,0,DISTRIBUTION CENTER,40272.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,53,0,1,1,45.0
5.32,1.0,1,106000,0,NON-REFRIGERATED WAREHOUSE,106001.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,53,0,1,0,93.0
236.9,1.0,3,158600,38400,OFFICE,125779.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,54,0,1,1,19.0
5.44,1.0,1,119661,0,DISTRIBUTION CENTER,118733.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,56,0,1,1,97.0
30.27,1.0,7,139200,44728,OFFICE,82098.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,15,0,1,0,81.0
21.36,1.0,6,95721,33921,OFFICE,95721.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,32,0,1,0,95.0
39.47,2.0,5,213283,115228,OFFICE,105563.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,20,0,1,0,83.0
374.92,1.0,3,103697,47656,OFFICE,63199.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,15,0,1,1,7.0
35.8,1.0,5,74880,0,OFFICE,71751.0,NONRESIDENTIAL,NORTH,SMALL- AND MID-SIZED OFFICE,42,0,1,0,56.0
42.03,1.0,6,88774,0,OFFICE,85339.0,NONRESIDENTIAL,NORTH,SMALL- AND MID-SIZED OFFICE,37,0,1,0,53.0
38.59,1.0,5,122250,0,OFFICE,91281.0,NONRESIDENTIAL,NORTH,LARGE OFFICE,33,0,1,0,93.0
33.06,1.0,4,53730,0,OFFICE,53730.0,NONRESIDENTIAL,NORTH,SMALL- AND MID-SIZED OFFICE,37,0,1,0,20.0
93.23,1.0,3,55593,0,OFFICE,55593.0,NONRESIDENTIAL,DELRIDGE,SMALL- AND MID-SIZED OFFICE,56,0,1,1,55.0
32.73,1.0,4,134056,60960,OFFICE,72066.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,34,0,1,0,54.0
454.49,1.0,1,158415,0,RETAIL STORE,158415.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,11,0,1,1,25.0
349.07,1.0,8,287819,0,OFFICE,155985.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,87,0,1,1,
1268.87,1.0,8,158738,0,URGENT CARE/CLINIC/OTHER OUTPATIENT,158738.0,NONRESIDENTIAL,EAST,OTHER,41,1,1,1,
20.86,1.0,4,86995,28800,OFFICE,58195.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,31,0,1,0,81.0
326.18,1.0,1,164437,0,RETAIL STORE,102653.0,NONRESIDENTIAL,BALLARD,RETAIL STORE,17,0,1,1,62.0
40.47,1.0,5,184482,66234,OFFICE,118016.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,7,0,1,1,95.0
269.71,1.0,3,55200,0,LABORATORY,54880.0,NONRESIDENTIAL,LAKE UNION,LABORATORY,88,0,1,1,
849.83,1.0,4,241159,111793,LABORATORY,176171.0,NONRESIDENTIAL,LAKE UNION,LABORATORY,13,0,1,1,
22.57,1.0,6,139282,52582,OFFICE,79384.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,12,0,1,0,96.0
61.93,1.0,5,271071,98700,OFFICE,168132.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,7,0,1,1,96.0
29.53,1.0,5,127800,0,NON-REFRIGERATED WAREHOUSE,127800.0,NONRESIDENTIAL,LAKE UNION,WAREHOUSE,102,0,1,1,56.0
632.4,1.0,5,560516,206597,OFFICE,372503.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,14,0,1,1,71.0
94.64,1.0,6,226592,95000,OFFICE,131592.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,15,0,1,1,49.0
3995.45,1.0,5,535947,0,OTHER,535947.0,CAMPUS,LAKE UNION,OTHER,19,0,1,1,
726.96,1.0,5,159700,50654,OTHER,72407.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,13,0,1,1,
122.68,1.0,4,209816,73673,OFFICE,113803.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,10,0,1,1,97.0
69.59,1.0,6,303103,109905,OFFICE,178628.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,10,0,1,1,97.0
74.1,1.0,3,67380,0,NON-REFRIGERATED WAREHOUSE,29732.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,62,0,1,1,66.0
587.16,1.0,4,102235,0,LABORATORY,103135.0,NONRESIDENTIAL,LAKE UNION,LABORATORY,53,0,1,1,
1019.53,1.0,5,436497,153684,LABORATORY,175364.0,NONRESIDENTIAL,LAKE UNION,MIXED USE PROPERTY,8,0,1,1,
23.81,1.0,5,88062,20826,OFFICE,64752.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,42,0,1,0,80.0
25.32,1.0,5,87178,20416,OFFICE,66648.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,44,0,1,0,69.0
24.35,1.0,5,87178,20416,OFFICE,66747.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,46,0,1,0,86.0
24.29,1.0,5,88000,21600,OFFICE,69691.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,45,0,1,0,75.0
477.87,1.0,4,196749,88405,MEDICAL OFFICE,108344.0,NONRESIDENTIAL,NORTHEAST,MEDICAL OFFICE,28,0,1,1,5.0
77.99,1.0,4,191276,95281,MEDICAL OFFICE,95995.0,NONRESIDENTIAL,NORTHEAST,MEDICAL OFFICE,22,0,1,1,21.0
163.83,2.0,2,111445,0,NON,0.0,NONRESIDENTIAL,BALLARD,SELF-STORAGE FACILITY,70,0,1,1,
22.44,1.0,4,98475,0,NON-REFRIGERATED WAREHOUSE,98475.0,NONRESIDENTIAL,SOUTHWEST,WAREHOUSE,19,0,1,1,83.0
1032.63,1.0,7,351530,150455,HOSPITAL (GENERAL MEDICAL & SURGICAL),215602.0,NONRESIDENTIAL,LAKE UNION,HOSPITAL,16,0,1,1,23.0
277.98,1.0,2,308965,187878,SUPERMARKET/GROCERY STORE,121087.0,NONRESIDENTIAL,NORTH,SUPERMARKET / GROCERY STORE,21,0,1,1,78.0
45.47,1.0,1,63225,0,SUPERMARKET/GROCERY STORE,63225.0,NONRESIDENTIAL,GREATER DUWAMISH,SUPERMARKET / GROCERY STORE,8,0,1,0,100.0
121.98,1.0,1,113780,0,OTHER - SERVICES,91532.0,NONRESIDENTIAL COS,DELRIDGE,OTHER,61,0,1,1,
41.8,1.0,1,243044,0,NON-REFRIGERATED WAREHOUSE,325424.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,17,0,1,1,100.0
80.32,1.0,3,280252,156312,PARKING,156312.0,NONRESIDENTIAL,LAKE UNION,OTHER,15,0,1,0,
47.94,1.0,3,66462,12998,OTHER,72000.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,64,0,1,0,
110.46,1.0,1,131387,0,RETAIL STORE,107931.0,NONRESIDENTIAL,NORTHWEST,RETAIL STORE,19,0,1,1,72.0
10.24,1.0,3,94400,0,NON-REFRIGERATED WAREHOUSE,67155.0,NONRESIDENTIAL,NORTHWEST,WAREHOUSE,17,0,1,1,38.0
226.43,6.0,1,111900,0,STRIP MALL,124231.0,NONRESIDENTIAL,NORTHWEST,OTHER,52,0,1,1,
237.39,1.0,1,144776,0,WHOLESALE CLUB/SUPERCENTER,144776.0,NONRESIDENTIAL,NORTHWEST,SUPERMARKET / GROCERY STORE,32,0,1,1,56.0
553.27,1.0,1,114000,0,RETAIL STORE,57805.0,NONRESIDENTIAL,NORTHWEST,RETAIL STORE,49,0,1,1,79.0
158.92,1.0,1,50083,0,SUPERMARKET/GROCERY STORE,50065.0,NONRESIDENTIAL,NORTHWEST,SUPERMARKET / GROCERY STORE,19,0,1,1,78.0
34.9,1.0,3,124071,28645,OFFICE,96504.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,28,0,1,1,73.0
27.17,1.0,4,90000,36528,OFFICE,90000.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,16,0,1,0,84.0
37.74,1.0,3,96041,33709,OFFICE,62232.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,15,0,1,0,70.0
94.47,1.0,3,280957,114829,OFFICE,152579.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,17,0,1,1,96.0
85.01,1.0,4,243334,103032,OFFICE,138995.0,NONRESIDENTIAL,LAKE UNION,LARGE OFFICE,17,0,1,1,89.0
1623.34,1.0,6,154660,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,119815.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,25,1,1,1,
53.57,1.0,5,390295,121375,OFFICE,243018.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,34,0,1,0,95.0
17.17,1.0,2,90000,0,NON-REFRIGERATED WAREHOUSE,70000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,49,0,1,1,87.0
32.22,1.0,1,50200,0,RETAIL STORE,50200.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,50,0,1,1,
120.24,1.0,6,94033,6200,OFFICE,53993.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,91,0,1,1,
8.15,1.0,2,63240,0,NON-REFRIGERATED WAREHOUSE,63240.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,75,0,1,1,100.0
413.35,1.0,5,322869,182454,PARKING,182454.0,NONRESIDENTIAL,BALLARD,OTHER,8,0,1,1,
3.25,1.0,4,130293,23400,SELF-STORAGE FACILITY,130293.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SELF-STORAGE FACILITY,28,0,1,0,
25.58,1.0,4,106041,0,NON-REFRIGERATED WAREHOUSE,106041.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,19,0,1,1,94.0
33.18,1.0,3,94470,0,SELF-STORAGE FACILITY,94470.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SELF-STORAGE FACILITY,60,0,1,1,
53.25,1.0,10,181694,38186,OFFICE,150840.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,14,0,1,0,88.0
2.8,1.0,1,22780,0,NON-REFRIGERATED WAREHOUSE,22780.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,50,0,1,0,33.0
237.36,1.0,1,124472,0,DISTRIBUTION CENTER,124423.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,49,0,1,1,62.0
